CRN,Course,*Campus,Days,Date,Time,Location,Hrs,Type,Title,Instructor,Seats,Limit,Enroll,Waitlist,Course Fees,Catalog
"21350","CHEM 5095-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Gayan R. Rubasinghege","5","5","0","0","N/A","Bookstore Link",
"22243","CE 101-01","M","R","08/14/2023-12/08/2023","1230-1320",,"1","CLAS","Civil Engineering Seminar","Christian M. Carrico","24","25","1","0","$10","Bookstore Link",
"22244","CE 201-01","M","T R","08/14/2023-12/08/2023","1230-1345",,"3","CLAS","Construction Matl/ Prop/Test","Isabel M. Morris","15","20","5","0","$40","Bookstore Link",
"21422","CE 3002-01","M","T R","08/14/2023-12/08/2023","0930-1045",,"3","CLAS","Intro to Structural Engr","Isabel M. Morris","19","20","1","0","$40","Bookstore Link",
"21419","CE 4002-01","M","T R","08/14/2023-12/08/2023","1230-1345",,"3","CLAS","Intro to Transportation Engr","Claudia Mara D. Wilson","17","20","3","0","$40","Bookstore Link",
"21420","CE 4007-01","M","W","08/14/2023-12/08/2023","1300-1350",,"3","CLAS","Design of Concrete Structures",,"15","20","5","0","N/A","Bookstore Link",
,,,"F","08/14/2023-12/08/2023","1400-1550",,,"CLAS",,,,,,,,,
"21423","CE 4018-01","M","T R","08/14/2023-12/08/2023","1530-1645",,"3","CLAS","Structural Dynamics","Claudia Mara D. Wilson","16","20","4","0","$20","Bookstore Link",
"21421","CE 4081-01","M","R","08/14/2023-12/08/2023","1400-1515",,"1","CLAS","Senior Engineering Design I","Claudia Mara D. Wilson","23","25","2","0","N/A","Bookstore Link",
"21470","ENVE 1001-01","M","R","08/14/2023-12/08/2023","1230-1320",,"1","CLAS","Environmental Engr Seminar","Christian M. Carrico","25","25","0","0","$10","Bookstore Link",
"21472","ENVE 2001-01","M","T R","08/14/2023-12/08/2023","0930-1045",,"3","CLAS","Intro to Envir. Science & Engr","Christian M. Carrico","25","25","0","0","$10","Bookstore Link",
"21473","ENVE 3003-01","M","M W F","08/14/2023-12/08/2023","0900-0950",,"3","CLAS","Water Treatment Process Design","Moustapha J. Harb","19","20","1","0","$40","Bookstore Link",
"21474","ENVE 4011-01","M","M W","08/14/2023-12/08/2023","1100-1150",,"4","CLAS","Solid & Hazardous Waste Engr","Clinton P. Richardson","19","20","1","0","$40","Bookstore Link",
,,,"T R","08/14/2023-12/08/2023","1230-1320",,,"CLAS",,,,,,,,,
"21475","ENVE 4013-01","M","T R","08/14/2023-12/08/2023","1100-1215",,"4","CLAS","Air Resource Engineering","Christian M. Carrico","20","20","0","0","$40","Bookstore Link",
,,,"F","08/14/2023-12/08/2023","1500-1550",,,"CLAS",,,,,,,,,
"21476","ENVE 4090-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Senior Design Thesis I","Clinton P. Richardson","2","2","0","0","N/A","Bookstore Link",
"21478","ENVE 4090-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Senior Design Thesis I","Christian M. Carrico","1","2","1","0","N/A","Bookstore Link",
"21482","ENVE 4090-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Senior Design Thesis I","Moustapha J. Harb","2","2","0","0","N/A","Bookstore Link",
"21480","ENVE 4092-01","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Senior Design Thesis II","Clinton P. Richardson","2","2","0","0","N/A","Bookstore Link",
"21481","ENVE 4092-02","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Senior Design Thesis II","Christian M. Carrico","2","2","0","0","N/A","Bookstore Link",
"21485","ENVE 4092-03","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Senior Design Thesis II","Moustapha J. Harb","2","2","0","0","N/A","Bookstore Link",
"21424","CEE 5003-01","M","M W F","08/14/2023-12/08/2023","1500-1550",,"3","CLAS","Risk Assessment","Clinton P. Richardson","10","10","0","0","N/A","Bookstore Link",
"21425","CEE 5007-01","M","W","08/14/2023-12/08/2023","1300-1350",,"3","CLAS","Design of Concrete Structures",,"20","20","0","0","$40","Bookstore Link",
,,,"F","08/14/2023-12/08/2023","1400-1550",,,"CLAS",,,,,,,,,
"21426","CEE 5012-01","M","M W F","08/14/2023-12/08/2023","1400-1450",,"3","CLAS","Indus Water & Wastewater Treat","Moustapha J. Harb","4","5","1","0","N/A","Bookstore Link",
"21427","CEE 5013-01","M","T R","08/14/2023-12/08/2023","1100-1215",,"4","CLAS","Air Resources Engineering","Christian M. Carrico","5","5","0","0","$40","Bookstore Link",
,,,"F","08/14/2023-12/08/2023","1500-1550",,,"CLAS",,,,,,,,,
"21436","CEE 5018-01","M","T R","08/14/2023-12/08/2023","1530-1645",,"3","CLAS","Structural Dynamics","Claudia Mara D. Wilson","5","5","0","0","$20","Bookstore Link",
"21428","CEE 5091-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Clinton P. Richardson","2","2","0","0","N/A","Bookstore Link",
"21429","CEE 5091-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Christian M. Carrico","2","2","0","0","N/A","Bookstore Link",
"21431","CEE 5091-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Claudia Mara D. Wilson","2","2","0","0","N/A","Bookstore Link",
"21433","CEE 5091-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Isabel M. Morris","2","2","0","0","N/A","Bookstore Link",
"21441","COMM 5075-01","M","W","08/14/2023-12/08/2023","1530-1815","TBA","3","CLAS","Communication in the Sciences","Steve Simpson","15","20","5","0","$25","Bookstore Link",
"20936","CED 120C-001","M","M W","08/14/2023-12/08/2023","1200-1300","GYM 1","0","CLAS","Beginning Yoga","Melissa Begay","10","10","0","0","$185","Bookstore Link",
"20937","CED 120C-002","M","M W","08/14/2023-12/08/2023","1715-1815","SAC","0","CLAS","Beginning Yoga","Margaret A. Griffin-Taylor","10","10","0","0","$185","Bookstore Link",
"20939","CED 122C-001","M","M W","08/14/2023-12/08/2023","1600-1700","WEB-V","0","CLAS","Slo Flo Yoga","Margaret A. Griffin-Taylor","10","10","0","0","$185","Bookstore Link",
"20938","CED 126C-001","M","M","08/14/2023-12/08/2023","1730-1900","CRAMER 124","0","CLAS","Stress Management: Mindfulness","Maureen E. Wilks","10","10","0","0","$185","Bookstore Link",
"20940","CED 127C-001","M","M W","08/14/2023-12/08/2023","1200-1300","GYM EAST GYM","0","CLAS","Pilates","Carrie A. Marsyla","10","10","0","0","$185","Bookstore Link",
"20928","CED 132C-001","M","T R","08/14/2023-12/08/2023","1730-1825","SAC","0","CLAS","Zumba","Dana L. Chavez","10","10","0","0","$185","Bookstore Link",
"20943","CED 140C-001","M","T R","08/14/2023-12/08/2023","1900-1955","GYM","0","CLAS","Weightlifting","Robert J. Adams","10","10","0","0","$185","Bookstore Link",
"20942","CED 143C-001","M","T R","08/14/2023-12/08/2023","1600-1700","SAC","0","CLAS","Tai Chi Chuan","Douglas G. Corpolongo","10","10","0","0","$185","Bookstore Link",
"20941","CED 144C-001","M","T R","08/14/2023-12/08/2023","1430-1530","SAC","0","CLAS","Self Defense","Douglas G. Corpolongo","10","10","0","0","$185","Bookstore Link",
"20944","CED 144C-002","M","M W","08/14/2023-12/08/2023","1800-1855","SAC","0","CLAS","Taijutsu","Alexander D. George","10","10","0","0","$185","Bookstore Link",
"20927","CED 154C-001","M","M W","08/14/2023-12/08/2023","1900-1955","GYM 1","0","CLAS","Begninning Belly Dance","Julie Johnson","10","10","0","0","$185","Bookstore Link",
"20929","CED 170C-001","M","T R","08/14/2023-12/08/2023","1300-1355","GOLF","0","CLAS","Beginning Golf","Clemente S. Grijalva","5","5","0","0","$225","Bookstore Link",
"20930","CED 170C-002","M","T R","08/14/2023-12/08/2023","1100-1155","GOLF","0","CLAS","Intermediate Golf","Clemente S. Grijalva","5","5","0","0","$225","Bookstore Link",
"20945","CED 172C-001","M","T","08/14/2023-12/08/2023","1350-1650","GYM","0","CLAS","Beginning Rock Climbing","Scott M. Roberts","4","4","0","0","$185","Bookstore Link",
"20946","CED 172C-002","M","R","08/14/2023-12/08/2023","1350-1650","GYM","0","CLAS","Bouldering","Scott M. Roberts","4","4","0","0","$185","Bookstore Link",
"20903","CED 189C-001","M","M W","08/14/2023-12/08/2023","1200-1300","SPEARE 15","0","CLAS","ESPORTS","Damian W. Banks","40","40","0","0","$185","Bookstore Link",
"20921","CED 200C-001","M","M","08/14/2023-12/08/2023","1430-1630","FACE 114","0","CLAS","Art Design","Judy E. Richardson","10","10","0","0","$205","Bookstore Link",
"20923","CED 201C-001","M","R","08/14/2023-12/08/2023","1800-2000","FACW 104","0","CLAS","Painting in Acrylics","Ramona L. Montoya","6","6","0","0","$205","Bookstore Link",
"20924","CED 202C-001","M","R","08/14/2023-12/08/2023","1345-1545","FACW 104","0","CLAS","Painting in Oils","Jenny C. Blomquist","10","10","0","0","$205","Bookstore Link",
"20931","CED 220C-001","M","M W","08/14/2023-12/08/2023","0630-0730","GYM","0","CLAS","Spin AM","Kim C. Padilla","6","6","0","0","$185","Bookstore Link",
"20932","CED 220C-002","M","M W","08/14/2023-12/08/2023","1200-1300","GYM","0","CLAS","Spin Mid-Day","Sara R. Demorest","6","6","0","0","$185","Bookstore Link",
"20933","CED 220C-003","M","T R","08/14/2023-12/08/2023","0630-0730","GYM","0","CLAS","Spin AM","Kim C. Padilla","6","6","0","0","$185","Bookstore Link",
"20934","CED 220C-004","M","M W","08/14/2023-12/08/2023","1715-1815","GYM","0","CLAS","Spin PM","Kim C. Padilla","6","6","0","0","$185","Bookstore Link",
"20925","CED 230C-001","M","W","08/14/2023-12/08/2023","1530-1730","FACE 114","0","CLAS","Weaving","Elizabeth C. Gipson","4","4","0","0","$205","Bookstore Link",
"20918","CED 253C-001","M","M","08/14/2023-12/08/2023","1600-1700","SPEARE 9","0","CLAS","Fundamentals of Photography","Martha C. Gino","10","10","0","0","$205","Bookstore Link",
"20919","CED 253C-002","M","M","08/14/2023-12/08/2023","1500-1600","SPEARE 9","0","CLAS","Smartphone Photography","Martha C. Gino","10","10","0","0","$205","Bookstore Link",
"20926","CED 267C-001","M","T","08/14/2023-12/08/2023","1400-1700","FACW 109","0","CLAS","Beg. Metal Arts & Lapidary","Theresa A. Boracci","3","3","0","0","$205","Bookstore Link",
"20524","CED 330C-02D","DE","R","08/14/2023-12/08/2023","1200-1300","WEB-V","0","CLAS","Piano I","Gaby Benalil","12","12","0","0","$145","Bookstore Link",
"20501","CED 342C-01D","DE","T R","08/14/2023-12/08/2023","1200-1300","WEB-V","0","CLAS","Strings I","Gaby Benalil","12","12","0","0","$145","Bookstore Link",
"20521","CED 389C-01","M","T R","08/14/2023-12/08/2023","1215-1415","RH 232","0","CLAS","Chamber Orchestra",,"10","10","0","0","$145","Bookstore Link",
"20207","CSE 101-01","M","M W","08/14/2023-12/08/2023","1200-1250","TBA","2","CLAS","Intro Comp Sci & Info Tech","Amy E. Knowles","50","50","0","0","N/A","Bookstore Link",
"20522","CSE 101L-01","M","F","08/14/2023-12/08/2023","1200-1250","TBA","0","CLAS","Intro Comp Sci & Info Tech Lab","Amy E. Knowles","50","50","0","0","$75","Bookstore Link",
"20215","CSE 107-01","M","M W F","08/14/2023-12/08/2023","1300-1350","TBA","4","CLAS","Intro to Programming Python","John H. Goettsche","35","40","5","0","N/A","Bookstore Link",
"20216","CSE 107L-01","M","M W F","08/14/2023-12/08/2023","1400-1450","TBA","0","CLAS","Intro Programming Python Lab","John H. Goettsche","35","40","5","0","$75","Bookstore Link",
"20184","CSE 113-01","M","M W F","08/14/2023-12/08/2023","1400-1450","TBA","4","CLAS","Introduction to Programming","Sanaa Mahmoud Mohmmed Algaraibeh","34","35","1","0","N/A","Bookstore Link",
"20534","CSE 113-02","M","M W F","08/14/2023-12/08/2023","1400-1450","TBA","4","CLAS","Introduction to Programming","Amy E. Knowles","32","35","3","0","N/A","Bookstore Link",
"20360","CSE 113L-01","M","M W F","08/14/2023-12/08/2023","1500-1550","TBA","0","CLAS","Intro to Programming Lab","Sanaa Mahmoud Mohmmed Algaraibeh","33","35","2","0","$75","Bookstore Link",
"20535","CSE 113L-02","M","M W F","08/14/2023-12/08/2023","1500-1550","TBA","0","CLAS","Intro to Programming Lab","Amy E. Knowles","33","35","2","0","$75","Bookstore Link",
"20165","CSE 122-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Algorithms & Data Structures","Sanaa Mahmoud Mohmmed Algaraibeh","37","40","3","0","$75","Bookstore Link",
"20166","CSE 221-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Computer System Organization","John H. Goettsche","26","40","14","0","$75","Bookstore Link",
"20219","CSE 241-01","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","Foundtns of Computer Science","No Given Name Ramyaa","38","50","12","0","$75","Bookstore Link",
"20525","CSE 241L-01","M","R","08/14/2023-12/08/2023","1600-1650","TBA","0","CLAS","Foundtns of Computer Sci Lab","No Given Name Ramyaa","38","50","12","0","N/A","Bookstore Link",
"21545","CSE 3021-01","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Internet and Web Programming","Sanaa Mahmoud Mohmmed Algaraibeh","28","40","12","0","$30","Bookstore Link",
"21546","CSE 3025-01","M","M W F","08/14/2023-12/08/2023","0900-0950","TBA","4","CLAS","Princ. of Operating Systems","John H. Goettsche","19","40","21","0","N/A","Bookstore Link",
"21547","CSE 3025L-01","M","W","08/14/2023-12/08/2023","1800-1850","TBA","0","CLAS","Operating Systems Lab","John H. Goettsche","19","40","21","0","$75","Bookstore Link",
"21548","CSE 3044-01","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","4","CLAS","Design & Analysis of Algorithm","Subhasish Mazumdar","13","40","27","0","N/A","Bookstore Link",
"21549","CSE 3044L-01","M","R","08/14/2023-12/08/2023","1600-1650","TBA","0","CLAS","Design & Anlys Algorithm Lab","Subhasish Mazumdar","13","40","27","0","N/A","Bookstore Link",
"21550","CSE 3053-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Introduct to Computer Networks","Jun Zheng","10","40","30","0","N/A","Bookstore Link",
"21551","CSE 3091-01","M","T","08/14/2023-12/08/2023","1700-1750","TBA","1","CLAS","Cybersecurity Professional Dev","Dongwan Shin","25","25","0","0","$10","Bookstore Link",
"21552","CSE 4011-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Data Science","Subhasish Mazumdar","12","15","3","0","$30","Bookstore Link",
"21553","CSE 4041-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Cryptography and Applications","Dongwan Shin","11","15","4","0","$30","Bookstore Link",
"21554","CSE 4064-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Intro to Soft Computing","Hamdy Soliman","11","15","4","0","$30","Bookstore Link",
"21555","CSE 4064-01D","DE","T R","08/14/2023-12/08/2023","1230-1345","WEB-V","3","CLAS","Intro to Soft Computing","Hamdy Soliman","14","15","1","0","$30","Bookstore Link",
"22247","CSE 4066-01","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Machine Learning","No Given Name Ramyaa","6","15","9","0","$30","Bookstore Link",
"21559","CSE 4089-01","M","M","08/14/2023-12/08/2023","1600-1830","TBA","3","CLAS","Smart & Secure Sensory Systems","Hamdy Soliman","13","15","2","0","$30","Bookstore Link",
"21562","CSE 4089-01D","DE","M","08/14/2023-12/08/2023","1600-1830","WEB-V","3","CLAS","Smart & Secure Sensory Systems","Hamdy Soliman","15","15","0","0","$30","Bookstore Link",
"21646","CSE 4089-02","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","Predictive Data Analysis","Jun Zheng","15","15","0","0","$30","Bookstore Link",
"21648","CSE 4089-02D","DE","T","08/14/2023-12/08/2023","1530-1830","WEB-V","3","CLAS","Foundations of Info Security","Blaine W. Burnham","9","15","6","0","$30","Bookstore Link",
"21647","CSE 4089-03","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","$30","Bookstore Link",
"22420","CSE 4089-03D","DE","T R","08/14/2023-12/08/2023","1100-1215",,"3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","N/A","Bookstore Link",
"21565","CSE 4093-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Undergraduate Thesis","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21567","CSE 4093-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Undergraduate Thesis","Subhasish Mazumdar","10","10","0","0","N/A","Bookstore Link",
"21569","CSE 4093-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Undergraduate Thesis","No Given Name Ramyaa","10","10","0","0","N/A","Bookstore Link",
"21571","CSE 4093-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Undergraduate Thesis","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21573","CSE 4093-05","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Undergraduate Thesis","Hamdy Soliman","10","10","0","0","N/A","Bookstore Link",
"21574","CSE 4093-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Undergraduate Thesis","Jun Zheng","10","10","0","0","N/A","Bookstore Link",
"21590","CSE 4093-07","M",,,,,"1",,"Undergraduate Thesis",,"0","0","0","0","N/A","Bookstore Link",
"21668","CSE 4094-01","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21670","CSE 4094-02","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","Subhasish Mazumdar","10","10","0","0","N/A","Bookstore Link",
"21671","CSE 4094-03","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","No Given Name Ramyaa","9","10","1","0","N/A","Bookstore Link",
"21672","CSE 4094-04","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21673","CSE 4094-05","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","Hamdy Soliman","10","10","0","0","N/A","Bookstore Link",
"21674","CSE 4094-06","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","Jun Zheng","10","10","0","0","N/A","Bookstore Link",
"21675","CSE 4094-07","M",,"08/14/2023-12/08/2023",,,"2","CLAS","Undergraduate Thesis","Clinton L. Jeffery","10","10","0","0","N/A","Bookstore Link",
"21644","CSE 5000-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21645","CSE 5000-02","M",,,,,"1",,"Directed Research",,"0","0","0","0","N/A","Bookstore Link",
"21649","CSE 5000-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","No Given Name Ramyaa","10","10","0","0","N/A","Bookstore Link",
"21650","CSE 5000-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21651","CSE 5000-05","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Hamdy Soliman","10","10","0","0","N/A","Bookstore Link",
"21652","CSE 5000-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Jun Zheng","9","10","1","0","N/A","Bookstore Link",
"21653","CSE 5000-07","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Clinton L. Jeffery","10","10","0","0","N/A","Bookstore Link",
"21654","CSE 5041-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Advanced Cryptography","Dongwan Shin","14","15","1","0","$30","Bookstore Link",
"21655","CSE 5061-01D","M","T","08/14/2023-12/08/2023","1530-1830","WEB-V","3","CLAS","Foundtns of Informatn Security","Blaine W. Burnham","15","15","0","0","$30","Bookstore Link",
"21656","CSE 5067-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Soft Computing","Hamdy Soliman","15","15","0","0","$30","Bookstore Link",
"21666","CSE 5067-01D","DE","T R","08/14/2023-12/08/2023","1230-1345","WEB-V","3","CLAS","Soft Computing","Hamdy Soliman","15","15","0","0","$30","Bookstore Link",
"21657","CSE 5085-01","M","W F","08/14/2023-12/08/2023","1500-1550","TBA","3","CLAS","Graduate Seminar","Clinton L. Jeffery","15","15","0","0","$30","Bookstore Link",
,,,"M","08/14/2023-12/08/2023","1730-1820","TBA",,"CLAS",,,,,,,,,
"21665","CSE 5085-01D","DE","W F","08/14/2023-12/08/2023","1500-1550","WEB-V","3","CLAS","Graduate Seminar","Clinton L. Jeffery","15","15","0","0","$30","Bookstore Link",
,,,"M","08/14/2023-12/08/2023","1730-1820","WEB-V",,"CLAS",,,,,,,,,
"21676","CSE 5089-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Intro to Data Science","Subhasish Mazumdar","15","15","0","0","$30","Bookstore Link",
"21683","CSE 5089-02","M","T R","08/14/2023-12/08/2023","0930-1045","TBA","3","CLAS","Machine Learning","No Given Name Ramyaa","14","15","1","0","$30","Bookstore Link",
"21702","CSE 5089-03","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","$30","Bookstore Link",
"21705","CSE 5089-04","M","M","08/14/2023-12/08/2023","1600-1830","TBA","3","CLAS","Smart & Secure Sensory Systems","Hamdy Soliman","15","15","0","0","$30","Bookstore Link",
"21709","CSE 5089-04D","DE","M","08/14/2023-12/08/2023","1600-1830","WEB-V","3","CLAS","Smart & Secure Sensory Systems","Hamdy Soliman","15","15","0","0","$30","Bookstore Link",
"21713","CSE 5089-05","M","T R","08/14/2023-12/08/2023","1530-1645","TBA","3","CLAS","Predictive Data Analysis","Jun Zheng","15","15","0","0","$30","Bookstore Link",
"21685","CSE 5090-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"22248","CSE 5090-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Subhasish Mazumdar","10","10","0","0","N/A","Bookstore Link",
"21689","CSE 5090-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","No Given Name Ramyaa","10","10","0","0","N/A","Bookstore Link",
"21691","CSE 5090-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21692","CSE 5090-05","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Hamdy Soliman","10","10","0","0","N/A","Bookstore Link",
"21693","CSE 5090-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Jun Zheng","10","10","0","0","N/A","Bookstore Link",
"21695","CSE 5090-07","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Clinton L. Jeffery","10","10","0","0","N/A","Bookstore Link",
"21696","CSE 5091-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21698","CSE 5091-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Subhasish Mazumdar","10","10","0","0","N/A","Bookstore Link",
"21700","CSE 5091-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","No Given Name Ramyaa","10","10","0","0","N/A","Bookstore Link",
"21721","CSE 5091-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21739","CSE 5091-05","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Hamdy Soliman","10","10","0","0","N/A","Bookstore Link",
"21745","CSE 5091-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Jun Zheng","10","10","0","0","N/A","Bookstore Link",
"21746","CSE 5091-07","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Clinton L. Jeffery","10","10","0","0","N/A","Bookstore Link",
"21747","CSE 5095-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21749","CSE 5095-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Subhasish Mazumdar","10","10","0","0","N/A","Bookstore Link",
"21753","CSE 5095-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","No Given Name Ramyaa","10","10","0","0","N/A","Bookstore Link",
"21755","CSE 5095-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21756","CSE 5095-05","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Hamdy Soliman","10","10","0","0","N/A","Bookstore Link",
"21757","CSE 5095-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Jun Zheng","10","10","0","0","N/A","Bookstore Link",
"21759","CSE 5095-07","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Clinton L. Jeffery","10","10","0","0","N/A","Bookstore Link",
"21686","CSE 590-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Subhasish Mazumdar","10","10","0","0","N/A","Bookstore Link",
"21822","CYBS 5000-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21825","CYBS 5000-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Directed Research","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21827","CYBS 5002-01D","DE","W","08/14/2023-12/08/2023","1415-1645","WEB-V","3","CLAS","Cybersecurity Ethics and Law","Christopher J. ChoGlueck","14","15","1","0","N/A","Bookstore Link",
"21858","CYBS 5005-01","M","T R","08/14/2023-12/08/2023","1400-1515","TBA","3","CLAS","Data Science for Cybersecurity","Subhasish Mazumdar","0","0","0","0","N/A","Bookstore Link",
"21828","CYBS 5005-01D","DE","T R","08/14/2023-12/08/2023","1400-1515","WEB-V","3","CLAS","Data Science for Cybersecurity","Subhasish Mazumdar","15","15","0","0","N/A","Bookstore Link",
"22033","CYBS 5014-01D","DE","M","08/14/2023-12/08/2023","1800-2100","WEB-V","3","CLAS","Comp Sec & Incident Response","Kelcey L. Tietjen","14","15","1","0","N/A","Bookstore Link",
"21862","CYBS 5041-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Advanced Cryptography","Dongwan Shin","15","15","0","0","N/A","Bookstore Link",
"21830","CYBS 5041-01D","DE","T R","08/14/2023-12/08/2023","1230-1345","WEB-V","3","CLAS","Advanced Cryptography","Dongwan Shin","15","15","0","0","$30","Bookstore Link",
"21833","CYBS 5061-01D","DE","T","08/14/2023-12/08/2023","1530-1830","WEB-V","3","CLAS","Foundations of Cybersecurity","Blaine W. Burnham","15","15","0","0","$30","Bookstore Link",
"22037","CYBS 5089-01","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","N/A","Bookstore Link",
"22040","CYBS 5089-01D","DE","T R","08/14/2023-12/08/2023","1100-1215","WEB-V","3","CLAS","AI and Cybersecurity","Dongwan Shin","15","15","0","0","N/A","Bookstore Link",
"21838","CYBS 5090-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21842","CYBS 5090-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Independent Study","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
