CRN,Course,*Campus,Days,Date,Time,Location,Hrs,Type,Title,Instructor,Seats,Limit,Enroll,Waitlist,Course Fees,Catalog
"21846","CYBS 5091-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21848","CYBS 5091-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"21851","CYBS 5095-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Lorie M. Liebrock","10","10","0","0","N/A","Bookstore Link",
"21856","CYBS 5095-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Dongwan Shin","10","10","0","0","N/A","Bookstore Link",
"20768","ECON 2120-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Principles of Microeconomics","Suraj Ghimire","25","35","10","0","N/A","Bookstore Link",
"21388","EDUC 0189-01","M","F","08/14/2023-12/08/2023","1400-1600","TBA","2","CLAS","Mentoring & Leadership","Theresa Apodaca","15","15","0","0","$40","Bookstore Link",
"21389","EDUC 3040-01","M","M W","08/14/2023-12/08/2023","1705-1820","TBA","3","CLAS","Concepts in Education","Theresa Apodaca","17","20","3","0","$40","Bookstore Link",
"21390","EDUC 3040-01D","DE","M W","08/14/2023-12/08/2023","1705-1820","WEB-V","3","CLAS","Concepts in Education","Theresa Apodaca","10","10","0","0","$40","Bookstore Link",
"21391","EDUC 4001-01","M","T R","08/14/2023-12/08/2023","1700-1815","TBA","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","12","15","3","0","$40","Bookstore Link",
"21392","EDUC 4001-01D","DE","T R","08/14/2023-12/08/2023","1700-1815","WEB-V","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","10","10","0","0","$40","Bookstore Link",
"21393","EDUC 4013-01","M",,"08/14/2023-12/08/2023",,,"9","CLAS","Student Teaching (Secondary)","Theresa Apodaca","5","5","0","0","N/A","Bookstore Link",
"21394","EDUC 4014-01","M",,"08/14/2023-12/08/2023",,,"3","CLAS","Student Teaching Seminar","Theresa Apodaca","5","5","0","0","N/A","Bookstore Link",
"21395","EDUC 5001-01","M","T R","08/14/2023-12/08/2023","1700-1815","TBA","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","10","10","0","0","$40","Bookstore Link",
"21396","EDUC 5001-01D","DE","T R","08/14/2023-12/08/2023","1700-1815","WEB-V","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","10","10","0","0","$40","Bookstore Link",
"21397","EDUC 5002-01","M","T R","08/14/2023-12/08/2023","1700-1815","TBA","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","5","5","0","0","$40","Bookstore Link",
"21398","EDUC 5002-01D","DE","T R","08/14/2023-12/08/2023","1700-1815","WEB-V","3","CLAS","Effective Reading for Div Lear","Theresa Apodaca","5","5","0","0","$40","Bookstore Link",
"21399","EDUC 5011-01","M",,"08/14/2023-12/08/2023",,"TBA","3","CLAS","Supervised Field Experience","Theresa Apodaca","5","5","0","0","N/A","Bookstore Link",
"21400","EDUC 5012-01","M",,"08/14/2023-12/08/2023",,,"3","CLAS","Supervised Field Experience E","Theresa Apodaca","5","5","0","0","N/A","Bookstore Link",
"22162","EE 0289-01","M","R","08/14/2023-12/08/2023","1400-1700",,"1","CLAS","Measurement&Instrumentation La","Krishna Roy","30","30","0","0","$100","Bookstore Link",
"21379","EE 162-01","M","T","08/14/2023-12/08/2023","1400-1650",,"1","CLAS","Basic Electronics Lab II","Chris Pauli","12","15","3","0","$100","Bookstore Link",
"22132","EE 162-02","M","W","08/14/2023-12/08/2023","1400-1650","TBA","1","CLAS","Basic Electronics Lab II","Chris Pauli","13","15","2","0","$100","Bookstore Link",
"22136","EE 211-01","M","M W F","08/14/2023-12/08/2023","1000-1050","TBA","3","CLAS","Circuits & Signals I","Anders M. Jorgensen","34","40","6","0","$10","Bookstore Link",
"22137","EE 271-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Mathematical Engineering","Scott Teare","25","30","5","0","$30","Bookstore Link",
"21381","EE 3011-01","M","M W F","08/14/2023-12/08/2023","1100-1150",,"3","CLAS","Signals and Linear Systems","Krishna Roy","27","30","3","0","$10","Bookstore Link",
"22047","EE 3051-01","M","T R","08/14/2023-12/08/2023","1230-1345","TBA","3","CLAS","Microcontrollers","Kevin Wedeward","22","30","8","0","$10","Bookstore Link",
"22052","EE 3053-01","M","M W F","08/14/2023-12/08/2023","1000-1050","TBA","3","CLAS","Analog Electronics","Rene Arechiga","24","30","6","0","$10","Bookstore Link",
"22054","EE 3061-01","M","M W","08/14/2023-12/08/2023","1400-1700","TBA","2","CLAS","Mixed Electronics Lab I","Sihua Shao","27","30","3","0","$225","Bookstore Link",
"22122","EE 4011-01","M","M W F","08/14/2023-12/08/2023","0900-0950","TBA","3","CLAS","Stochastic Processes and Comm","Sihua Shao","20","30","10","0","$10","Bookstore Link",
"22125","EE 4031-01","M","M W F","08/14/2023-12/08/2023","1100-1150","TBA","3","CLAS","Electrodynamics","Anders M. Jorgensen","21","30","9","0","$10","Bookstore Link",
"22127","EE 4081-01","M","M W","08/14/2023-12/08/2023","1200-1250","TBA","3","CLAS","Capstone Design I","Kevin Wedeward","15","25","10","0","$10","Bookstore Link",
"22129","EE 4081L-01","M",,"08/14/2023-12/08/2023",,"TBA","0","CLAS","Capstone Design I Lab","Kevin Wedeward","15","25","10","0","$10","Bookstore Link",
"22163","EE 5045-01","M","T R","08/14/2023-12/08/2023","1100-1215","TBA","3","CLAS","Digital Communication I","Aly I. El-Osery","13","15","2","0","$10","Bookstore Link",
"22139","EE 5091-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Rene Arechiga","10","10","0","0","N/A","Bookstore Link",
"22141","EE 5091-02","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Aly I. El-Osery","10","10","0","0","N/A","Bookstore Link",
"22143","EE 5091-03","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Anders M. Jorgensen","10","10","0","0","N/A","Bookstore Link",
"22144","EE 5091-04","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Seda Senay","10","10","0","0","N/A","Bookstore Link",
"22145","EE 5091-05","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Sihua Shao","10","10","0","0","N/A","Bookstore Link",
"22146","EE 5091-06","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Scott Teare","10","10","0","0","N/A","Bookstore Link",
"22147","EE 5091-07","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Kevin Wedeward","10","10","0","0","N/A","Bookstore Link",
"22150","EE 5091-08","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Thesis","Krishna Roy","5","5","0","0","N/A","Bookstore Link",
"22148","EE 5095-01","M",,"08/14/2023-12/08/2023",,,"1","CLAS","Dissertation","Rene Arechiga","5","5","0","0","$25","Bookstore Link",
"22149","EE 5095-02","M",,"08/14/2023-12/08/2023",,,"12","CLAS","Dissertation","Aly I. El-Osery","5","5","0","0","N/A","Bookstore Link",
