CRN,Course,*Campus,Days,Date,Time,Location,Hrs,Type,Title,Instructor,Seats,Limit,Enroll,Waitlist,Course Fees,Catalog
"10055","MATH 1240L-01","M","T R","06/05/2023-07/28/2023","1530-1655",,"0","CLAS","Pre-Calculus Lab",,"20","20","0","0","N/A","Bookstore Link",
"10057","MATH 1510-01","M","MTWRF","06/05/2023-07/28/2023","1100-1150",,"4","CLAS","Calculus I",,"39","40","1","0","N/A","Bookstore Link",
"10058","MATH 1510L-01","M","M W","06/05/2023-07/28/2023","1630-1755",,"0","CLAS","Calculus I Lab",,"24","25","1","0","N/A","Bookstore Link",
"10059","MATH 1520-01","M","MTWRF","06/05/2023-07/28/2023","1200-1315",,"4","CLAS","Calculus II",,"39","40","1","0","N/A","Bookstore Link",
"10562","MATH 3035- 01","M","MTWRF","06/05/2023-07/28/2023","1100-1150",,"3","CLAS","Ordinary Differential Equation",,"38","40","2","0","N/A","Bookstore Link",
"10987","MATH 3052-01","M","MTWRF","06/05/2023-07/28/2023","0900-0956",,"3","CLAS","Basic Concepts of Math",,"39","40","1","0","N/A","Bookstore Link",
"10564","MATH 5000-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"10589","MATH 5000-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"10590","MATH 5000-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"10592","MATH 5000-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Gilberto C. Gonzalez Parra","10","10","0","0","N/A","Bookstore Link",
"10598","MATH 5000-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Anwar Hossain","10","10","0","0","N/A","Bookstore Link",
"10607","MATH 5000-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"10608","MATH 5000-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Oleg Makhnin","10","10","0","0","N/A","Bookstore Link",
"10609","MATH 5000-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Saulo I. Orizaga","10","10","0","0","N/A","Bookstore Link",
"10610","MATH 5000-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","William Stone","10","10","0","0","N/A","Bookstore Link",
"10612","MATH 5000-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"10613","MATH 5000-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"10614","MATH 5090-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"10615","MATH 5090-02","M","F","06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"10617","MATH 5090-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"10627","MATH 5090-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Gilberto C. Gonzalez Parra","10","10","0","0","N/A","Bookstore Link",
"10629","MATH 5090-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Anwar Hossain","10","10","0","0","N/A","Bookstore Link",
"10633","MATH 5090-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"10634","MATH 5090-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Oleg Makhnin","10","10","0","0","N/A","Bookstore Link",
"10635","MATH 5090-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Saulo I. Orizaga","10","10","0","0","N/A","Bookstore Link",
"10637","MATH 5090-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","William Stone","10","10","0","0","N/A","Bookstore Link",
"10638","MATH 5090-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"10640","MATH 5090-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"10643","MATH 5091-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"10646","MATH 5091-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"10647","MATH 5091-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"10648","MATH 5091-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Gilberto C. Gonzalez Parra","10","10","0","0","N/A","Bookstore Link",
"10649","MATH 5091-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Anwar Hossain","10","10","0","0","N/A","Bookstore Link",
"10654","MATH 5091-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"10657","MATH 5091-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Oleg Makhnin","10","10","0","0","N/A","Bookstore Link",
"10662","MATH 5091-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Saulo I. Orizaga","10","10","0","0","N/A","Bookstore Link",
"10664","MATH 5091-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","William Stone","10","10","0","0","N/A","Bookstore Link",
"10666","MATH 5091-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"10668","MATH 5091-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"10670","MATH 5095-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"10673","MATH 5095-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"10674","MATH 5095-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"10675","MATH 5095-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Gilberto C. Gonzalez Parra","10","10","0","0","N/A","Bookstore Link",
"10676","MATH 5095-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Anwar Hossain","10","10","0","0","N/A","Bookstore Link",
"10677","MATH 5095-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"10678","MATH 5095-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Oleg Makhnin","10","10","0","0","N/A","Bookstore Link",
"10988","MATH 5095-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Saulo I. Orizaga","10","10","0","0","N/A","Bookstore Link",
"10680","MATH 5095-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","William Stone","10","10","0","0","N/A","Bookstore Link",
"10681","MATH 5095-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"10682","MATH 5095-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"10744","MENG 5000-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Sayavur Bakhtiyarov","10","10","0","0","N/A","Bookstore Link",
"10745","MENG 5000-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Julie Ford","10","10","0","0","N/A","Bookstore Link",
"10747","MENG 5000-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","David I. Grow","10","10","0","0","N/A","Bookstore Link",
"10748","MENG 5000-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Ashok K. Ghosh","10","10","0","0","N/A","Bookstore Link",
"10749","MENG 5000-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Michael J. Hargather","10","10","0","0","N/A","Bookstore Link",
"10750","MENG 5000-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Mostafa Hassanalian","10","10","0","0","N/A","Bookstore Link",
"10751","MENG 5000-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Jamie Kimberley","10","10","0","0","N/A","Bookstore Link",
"10752","MENG 5000-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Kooktae Lee","10","10","0","0","N/A","Bookstore Link",
"10753","MENG 5000-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Seok Bin Lim","10","10","0","0","N/A","Bookstore Link",
"10755","MENG 5000-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Curtis J. OMalley","10","10","0","0","N/A","Bookstore Link",
"10756","MENG 5000-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Donghyeon Ryu","10","10","0","0","N/A","Bookstore Link",
"10757","MENG 5000-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Tie Wei","10","10","0","0","N/A","Bookstore Link",
"10758","MENG 5000-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Andrei N. Zagrai","10","10","0","0","N/A","Bookstore Link",
"10760","MENG 5000-14","M",,,,,"1",,"Directed Research",,"10","10","0","0","N/A","Bookstore Link",
"10761","MENG 5091-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Sayavur Bakhtiyarov","10","10","0","0","N/A","Bookstore Link",
"10763","MENG 5091-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Julie Ford","10","10","0","0","N/A","Bookstore Link",
"10764","MENG 5091-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","David I. Grow","10","10","0","0","N/A","Bookstore Link",
"10765","MENG 5091-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Ashok K. Ghosh","10","10","0","0","N/A","Bookstore Link",
"10766","MENG 5091-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Michael J. Hargather","10","10","0","0","N/A","Bookstore Link",
"10767","MENG 5091-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Mostafa Hassanalian","10","10","0","0","N/A","Bookstore Link",
"10768","MENG 5091-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Jamie Kimberley","10","10","0","0","N/A","Bookstore Link",
"10769","MENG 5091-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Kooktae Lee","10","10","0","0","N/A","Bookstore Link",
"10770","MENG 5091-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Seok Bin Lim","10","10","0","0","N/A","Bookstore Link",
"10771","MENG 5091-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Curtis J. OMalley","10","10","0","0","N/A","Bookstore Link",
"10773","MENG 5091-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Donghyeon Ryu","10","10","0","0","N/A","Bookstore Link",
"10774","MENG 5091-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Tie Wei","10","10","0","0","N/A","Bookstore Link",
"10776","MENG 5091-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Andrei N. Zagrai","10","10","0","0","N/A","Bookstore Link",
"10777","MENG 5091-14","M",,,,,"1",,"Thesis",,"10","10","0","0","N/A","Bookstore Link",
"10778","MENG 5095-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Sayavur Bakhtiyarov","0","0","0","0","N/A","Bookstore Link",
"10780","MENG 5095-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Julie Ford","10","10","0","0","N/A","Bookstore Link",
"10782","MENG 5095-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","David I. Grow","10","10","0","0","N/A","Bookstore Link",
"10784","MENG 5095-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Ashok K. Ghosh","10","10","0","0","N/A","Bookstore Link",
"10788","MENG 5095-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Michael J. Hargather","10","10","0","0","N/A","Bookstore Link",
"10789","MENG 5095-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Mostafa Hassanalian","10","10","0","0","N/A","Bookstore Link",
"10791","MENG 5095-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Jamie Kimberley","10","10","0","0","N/A","Bookstore Link",
"10792","MENG 5095-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Kooktae Lee","10","10","0","0","N/A","Bookstore Link",
"10794","MENG 5095-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Seok Bin Lim","10","10","0","0","N/A","Bookstore Link",
"10795","MENG 5095-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Curtis J. OMalley","10","10","0","0","N/A","Bookstore Link",
"10796","MENG 5095-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Donghyeon Ryu","10","10","0","0","N/A","Bookstore Link",
"10798","MENG 5095-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Tie Wei","10","10","0","0","N/A","Bookstore Link",
"10800","MENG 5095-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Andrei N. Zagrai","10","10","0","0","N/A","Bookstore Link",
"10802","MENG 5095-14","M",,,,,"1",,"Dissertation",,"0","0","0","0","N/A","Bookstore Link",
"10190","ME 589-01","M",,"06/05/2023-07/28/2023",,,"3","CLAS","Datasystems & Critical Mineral","Virginia T. McLemore","10","10","0","0","N/A","Bookstore Link",
"10191","ME 599-01","DE",,"06/05/2023-07/28/2023",,,"1","CLAS","Co-op Education Work Phase","Navid Mojtabai","7","7","0","0","N/A","Bookstore Link",
"10079","MUSC 1210-01A","DE",,"06/05/2023-07/28/2023",,"WEB-V","3","CLAS","Fundamentals of Music","Gaby Benalil","29","30","1","0","$45","Bookstore Link",
"10133","MUS 0189-01A","M","MTWRF","06/05/2023-07/28/2023",,,"1","CLAS","Intro to Counterpoint & Harmny","Gaby Benalil","6","6","0","0","$45","Bookstore Link",
"10574","PETR 5091-01","A",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Hamid Rahnema","10","10","0","0","N/A","Bookstore Link",
"10576","PETR 5091-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Tan Nguyen","10","10","0","0","N/A","Bookstore Link",
"10578","PETR 5091-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Thomas Engler","10","10","0","0","N/A","Bookstore Link",
"10579","PETR 5091-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Her Yuan Chen","10","10","0","0","N/A","Bookstore Link",
"10580","PETR 5091-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","William Ampomah","10","10","0","0","N/A","Bookstore Link",
"10581","PETR 5091-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Sajjad Esmaeilpour","10","10","0","0","N/A","Bookstore Link",
"10582","PETR 5095-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Hamid Rahnema","10","10","0","0","N/A","Bookstore Link",
"10583","PETR 5095-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Tan Nguyen","10","10","0","0","N/A","Bookstore Link",
"10584","PETR 5095-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Thomas Engler","10","10","0","0","N/A","Bookstore Link",
"10585","PETR 5095-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Her Yuan Chen","10","10","0","0","N/A","Bookstore Link",
"10586","PETR 5095-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","William Ampomah","10","10","0","0","N/A","Bookstore Link",
"10587","PETR 5095-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Sajjad Esmaeilpour","10","10","0","0","N/A","Bookstore Link",
"10588","PETR 5095-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Randall S. Seright","10","10","0","0","N/A","Bookstore Link",
"10066","PHYS 1310-01","M","MTWRF","06/05/2023-07/28/2023","1000-1055",,"4","CLAS","Calculus-based Physics I",,"25","25","0","0","$40","Bookstore Link",
,,,"W","06/05/2023-07/28/2023","1500-1700",,,"CLAS",,,,,,,,,
"10067","PHYS 1310L-01","M","T R","06/05/2023-07/28/2023","1400-1700","WORKC 115","1","CLAS","Calculus-based Physics I Lab",,"16","16","0","0","$50","Bookstore Link",
"10068","PHYS 1320-01","M","MTWRF","06/05/2023-07/28/2023","1000-1055",,"4","CLAS","Calculus-based Physics II",,"22","25","3","0","$40","Bookstore Link",
,,,"W","06/05/2023-07/28/2023","1500-1700",,,"CLAS",,,,,,,,,
"10069","PHYS 1320L-01","M","T R","06/05/2023-07/28/2023","1400-1700","WORKC 107","1","CLAS","Calculus-based Physics Lab II",,"13","16","3","0","$50","Bookstore Link",
"10591","PHYS 5000-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Michelle J. Creech-Eakman","10","10","0","0","N/A","Bookstore Link",
"10593","PHYS 5000-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Jean Eilek","10","10","0","0","N/A","Bookstore Link",
"10594","PHYS 5000-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Peter Hofner","10","10","0","0","N/A","Bookstore Link",
"10595","PHYS 5000-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","David S. Meier","10","10","0","0","N/A","Bookstore Link",
"10596","PHYS 5000-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Kenneth R. Minschwaner","10","10","0","0","N/A","Bookstore Link",
"10597","PHYS 5000-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Raul Morales Juberias","10","10","0","0","N/A","Bookstore Link",
"10599","PHYS 5000-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","David Raymond","10","10","0","0","N/A","Bookstore Link",
"10600","PHYS 5000-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Sharon L. Sessions","10","10","0","0","N/A","Bookstore Link",
"10601","PHYS 5000-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Richard Sonnenfeld","10","10","0","0","N/A","Bookstore Link",
"10602","PHYS 5000-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Caitano L. DA Silva","10","10","0","0","N/A","Bookstore Link",
"10603","PHYS 5000-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research",,"10","10","0","0","N/A","Bookstore Link",
"10604","PHYS 5000-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Lisa Young","10","10","0","0","N/A","Bookstore Link",
"10605","PHYS 5000-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Harald E. Edens","10","10","0","0","N/A","Bookstore Link",
"10606","PHYS 5000-14","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Zeljka Stone","10","10","0","0","N/A","Bookstore Link",
"10611","PHYS 5000-15","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Paul Demorest","10","10","0","0","N/A","Bookstore Link",
"10622","PHYS 5000-16","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Carlos S. Lopez Carrillo","10","10","0","0","N/A","Bookstore Link",
"10623","PHYS 5000-17","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Douglas P. Wells","10","10","0","0","N/A","Bookstore Link",
"10624","PHYS 5000-18","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Ryan P. Norris","10","10","0","0","N/A","Bookstore Link",
"10625","PHYS 5000-19","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Directed Research","Jean Eilek","10","10","0","0","N/A","Bookstore Link",
"10628","PHYS 5090-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Jean Eilek","10","10","0","0","N/A","Bookstore Link",
"10630","PHYS 5090-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Michelle J. Creech-Eakman","10","10","0","0","N/A","Bookstore Link",
"10631","PHYS 5090-03","M",,,,,"1",,"Independent Study",,"0","0","0","0","N/A","Bookstore Link",
"10632","PHYS 5090-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","David S. Meier","10","10","0","0","N/A","Bookstore Link",
"10642","PHYS 5090-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Kenneth R. Minschwaner","10","10","0","0","N/A","Bookstore Link",
"10644","PHYS 5090-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","David Raymond","10","10","0","0","N/A","Bookstore Link",
"10650","PHYS 5090-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Sharon L. Sessions","10","10","0","0","N/A","Bookstore Link",
"10651","PHYS 5090-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Richard Sonnenfeld","10","10","0","0","N/A","Bookstore Link",
"10652","PHYS 5090-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","David Westpfahl","10","10","0","0","N/A","Bookstore Link",
"10653","PHYS 5090-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Lisa Young","10","10","0","0","N/A","Bookstore Link",
"10655","PHYS 5090-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Douglas P. Wells","10","10","0","0","N/A","Bookstore Link",
"10656","PHYS 5090-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Caitano L. DA Silva","10","10","0","0","N/A","Bookstore Link",
"10658","PHYS 5090-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Harald E. Edens","10","10","0","0","N/A","Bookstore Link",
"10659","PHYS 5090-14","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Carlos S. Lopez Carrillo","10","10","0","0","N/A","Bookstore Link",
"10660","PHYS 5090-15","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Ryan P. Norris","10","10","0","0","N/A","Bookstore Link",
"10661","PHYS 5090-16","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Independent Study","Paul Demorest","10","10","0","0","N/A","Bookstore Link",
"10663","PHYS 5091-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Jean Eilek","10","10","0","0","N/A","Bookstore Link",
"10665","PHYS 5091-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Michelle J. Creech-Eakman","10","10","0","0","N/A","Bookstore Link",
"10667","PHYS 5091-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Peter Hofner","10","10","0","0","N/A","Bookstore Link",
"10669","PHYS 5091-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","David S. Meier","10","10","0","0","N/A","Bookstore Link",
"10671","PHYS 5091-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Kenneth R. Minschwaner","10","10","0","0","N/A","Bookstore Link",
"10687","PHYS 5091-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Raul Morales Juberias","10","10","0","0","N/A","Bookstore Link",
"10689","PHYS 5091-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","David Raymond","10","10","0","0","N/A","Bookstore Link",
"10691","PHYS 5091-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Sharon L. Sessions","10","10","0","0","N/A","Bookstore Link",
"10693","PHYS 5091-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Richard Sonnenfeld","10","10","0","0","N/A","Bookstore Link",
"10694","PHYS 5091-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","David Westpfahl","10","10","0","0","N/A","Bookstore Link",
"10695","PHYS 5091-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Lisa Young","10","10","0","0","N/A","Bookstore Link",
"10696","PHYS 5091-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Harald E. Edens","10","10","0","0","N/A","Bookstore Link",
"10697","PHYS 5091-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Paul Demorest","10","10","0","0","N/A","Bookstore Link",
"10711","PHYS 5091-14","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Ryan P. Norris","10","10","0","0","N/A","Bookstore Link",
"10712","PHYS 5091-15","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Douglas P. Wells","10","10","0","0","N/A","Bookstore Link",
"10716","PHYS 5091-16","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Caitano L. DA Silva","10","10","0","0","N/A","Bookstore Link",
"10717","PHYS 5091-17","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Carlos S. Lopez Carrillo","10","10","0","0","N/A","Bookstore Link",
"10719","PHYS 5091-18","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Thesis","Zeljka Stone","10","10","0","0","N/A","Bookstore Link",
"10720","PHYS 5095-01","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Jean Eilek","10","10","0","0","N/A","Bookstore Link",
"10721","PHYS 5095-02","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Michelle J. Creech-Eakman","10","10","0","0","N/A","Bookstore Link",
"10722","PHYS 5095-03","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Peter Hofner","10","10","0","0","N/A","Bookstore Link",
"10723","PHYS 5095-04","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","David S. Meier","10","10","0","0","N/A","Bookstore Link",
"10724","PHYS 5095-05","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Kenneth R. Minschwaner","10","10","0","0","N/A","Bookstore Link",
"10726","PHYS 5095-06","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Raul Morales Juberias","10","10","0","0","N/A","Bookstore Link",
"10727","PHYS 5095-07","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","David Raymond","10","10","0","0","N/A","Bookstore Link",
"10730","PHYS 5095-08","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Sharon L. Sessions","10","10","0","0","N/A","Bookstore Link",
"10731","PHYS 5095-09","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Richard Sonnenfeld","10","10","0","0","N/A","Bookstore Link",
"10733","PHYS 5095-10","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","David Westpfahl","10","10","0","0","N/A","Bookstore Link",
"10734","PHYS 5095-11","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Lisa Young","10","10","0","0","N/A","Bookstore Link",
